ID,記事ID,文番号,述語,述語位置,ガ格,ガ文ID,ガ位置,ヲ格,ヲ文ID,ヲ位置,ニ格,ニ文ID,ニ位置,本文書き出し,意味役割
9921,911115476,1,配ら,4,高校生二人,5,12,年賀状,0,32,,-1,-1,いった,"ガ:動作主 ヲ:対象 "
9922,911115476,1,取り出し,16,,-1,-1,年賀状,0,32,,-1,-1,いった,"ガ:動作主 ヲ:対象 "
9931,911115476,4,配ら,0,高校生二人,5,12,年賀状,3,16,,-1,-1,配られ,"ガ:動作主 ヲ:対象 "
9938,911115476,6,取り出し,36,,-1,-1,年賀状,6,32,,-1,-1,被害に,"ガ:動作主 ヲ:対象 "
9943,911115476,7,配ら,30,,-1,-1,年賀状,7,7,,-1,-1,捨てら,"ガ:動作主 ヲ:対象 ニ:着点 "
9977,911115478,3,雇っ,34,市学校保健会,2,0,歯科衛生士八人,3,21,,-1,-1,事務局,"ガ:動作主 ヲ:対象（人） "
9988,911115478,7,兼ねる,18,佐藤寿・市学校保健会常務理事,7,21,同課長,7,14,,-1,-1,徳見さ,"ガ:動作主？ ヲ:役割 "
9995,911115478,8,座っ,27,徳見さん,7,0,,-1,-1,,-1,-1,佐藤理,"ガ:動作主 "
10024,911115479,2,切断さ,26,,-1,-1,かけ金,2,11,,-1,-1,土蔵入,"ガ:動作主 ヲ:対象 "
10026,911115479,3,盗ま,36,,-1,-1,大皿二枚,1,29,,-1,-1,秋山さ,"ガ:動作主 ヲ:対象 "
10059,911115480,11,出会っ,46,細見良行氏,11,12,,-1,-1,,-1,-1,細見画,"ガ:経験者 "
10081,911115480,18,収集する,18,都美術館,18,6,作品,18,12,,-1,-1,東京・,"ガ:動作主 ヲ:対象 "
10255,911115484,3,管理する,3,関西国際空港会社,3,7,運行,3,0,,-1,-1,運行を,"ガ:動作主 ヲ:対象（事態） "
10291,911115487,1,裏付け,59,こと,0,29,こと,1,56,,-1,-1,気象庁,"ガ:対象 ヲ:対象 "
10299,911115488,1,受け付け,45,明日香ちゃん,1,14,食べ物,1,41,,-1,-1,調べで,"ガ:経験者？ ヲ:対象 "
10341,911115492,0,組織する,61,,-1,-1,知事選問題合同協議会,0,66,,-1,-1,神奈川,"ガ:その他 ヲ:生成物 "
10359,911115493,1,同行し,56,中沢静子さん,1,76,,-1,-1,,-1,-1,同十一,"ガ:動作主 "
10372,911115493,5,埋まっ,59,パーティー,5,50,,-1,-1,,-1,-1,このた,"ガ:対象 "
10401,911115494,6,競っ,39,各メーカー,6,33,,-1,-1,,-1,-1,パソコ,"ガ:動作主 "
10450,911115495,7,休み,9,,-1,-1,新正月,7,5,,-1,-1,以前か,"ガ:動作主？ "
10451,911115495,7,休ん,16,,-1,-1,旧正月,7,12,,-1,-1,以前か,"ガ:動作主？ "
10477,911115495,15,休ん,52,,-1,-1,,-1,-1,,-1,-1,結構な,"ガ:動作主？ "
10500,911115496,2,引き受け,6,本人,9,0,司会,2,3,,-1,-1,最初に,"ガ:動作主 ヲ:役割 "
10533,911115497,3,売り出さ,15,,-1,-1,もの,3,8,,-1,-1,溶ける,"ガ:動作主 ヲ:対象 "
10568,911115497,12,売り出す,27,ロッテ,12,38,理想体形,12,15,,-1,-1,食べて,"ガ:動作主 ヲ:対象 "
10607,911115497,30,満ち,11,湯気,30,5,,-1,-1,,-1,-1,ふろ場,"ガ:対象 ニ:着点（場所） "
10797,911115508,4,収録し,74,事典,4,3,,-1,-1,,-1,-1,この『,"ガ:対象 ヲ:対象 "
10800,911115508,6,付い,12,人名索引,6,7,,-1,-1,巻末,6,0,巻末に,"ガ:対象 ニ:着点 "
10805,911115509,1,収録し,26,同誌,1,11,研究論文,1,21,,-1,-1,一九六,"ガ:対象 ヲ:対象 "
10812,911115509,3,惜しむ,17,,-1,-1,廃刊,3,14,,-1,-1,質の高,"ガ:動作主 ヲ:対象（事態） "
10855,911115511,2,競う,44,一流シェフ,2,31,技術,2,41,,-1,-1,また、,"ガ:動作主 ヲ:対象 "
10864,911115512,2,慣れ,14,人,2,18,,-1,-1,釣り,2,10,このと,"ガ:経験者 ニ:対象 "
10890,911115512,11,食う,12,ワカサギ,11,0,,-1,-1,,-1,-1,ワカサ,"ガ:動作主 ヲ:対象 "
10897,911115512,13,誘う,19,,-1,-1,ワカサギ,11,0,,-1,-1,普通は,"ヲ:対象（生物） ガ:動作主 "
10898,911115512,13,動かさ,33,,-1,-1,サオ,13,4,,-1,-1,普通は,"ガ:動作主 ヲ:対象 "
10916,911115513,3,巻い,55,新湊かまぼこ,1,33,表面,3,33,,-1,-1,すり身,"ガ:動作主 ヲ:着点？ "
11107,911115518,2,スケール・アップさ,11,チャゲアス,0,41,活動枠,2,4,,-1,-1,今年は,"ガ:動作主 ヲ:対象 "
11131,911115518,10,味わっ,17,僕ら,10,23,こと,10,9,,-1,-1,「音楽,"ガ:動作主 ヲ:対象 "
11252,911115521,2,競っ,48,約六千五百人,1,22,筆,2,46,,-1,-1,ブラジ,"ガ:動作主 ヲ:対象 "
11273,911115523,3,売り出す,31,同町,1,0,町,3,21,,-1,-1,能登半,"ガ:動作主？ ヲ:対象 "
11312,911115526,2,組織する,5,,-1,-1,医療用医薬品製造業公正取引協議会,2,9,,-1,-1,製薬業,"ガ:その他 ヲ:生成物 "
11400,911115531,10,着き,9,星野さん,9,0,,-1,-1,宝剣山荘,10,4,昼ごろ,"ガ:動作主 ニ:着点（場所） "
11562,911115536,6,再現する,45,浮世絵展,1,62,世界,6,42,,-1,-1,アダチ,"ガ:対象 ヲ:対象 "
11569,911115537,0,貸し,103,福井局長,0,81,十万円,0,98,笠岡丈二容疑者,0,63,五日午,"ガ:動作主 ヲ:対象 ニ:着点（人） "
11652,911115541,0,収録し,16,人,0,20,舞台中継,0,7,ビデオ,0,12,正月、,"ガ:動作主 ヲ:対象（事態） ニ:着点 "
11741,911115544,15,伸び,23,需要,15,20,,-1,-1,,-1,-1,同社は,"ガ:対象 "
11765,911125408,2,交え,71,両党,2,0,市民グループ代表,2,61,,-1,-1,両党は,"ガ:動作主 ヲ:対象（人） ニ:対象（事態） ニ:着点？ "
11818,911125412,1,刺し,42,署員,1,16,ゾンデ,1,35,雪面,1,39,氷点下,"ガ:動作主 ヲ:道具 ニ:着点 "
11842,911125413,6,勤め,12,川崎さん,6,0,,-1,-1,産廃処理工場,6,21,川崎さ,"ガ:動作主 ニ:着点 "
11847,911125413,7,運転し,11,何者,7,7,車,7,5,,-1,-1,川崎さ,"ガ:動作主 ヲ:対象 "
11852,911125413,9,知り合っ,23,川崎さん,9,0,,-1,-1,,-1,-1,川崎さ,"ガ:動作主 "
11922,911125416,12,近付く,11,新党,12,4,,-1,-1,新進党,12,7,新民連,"ガ:動作主 ニ:方向 ニ:対象？ "
12035,911125417,50,加入する,9,新進党,46,0,,-1,-1,社会主義インター,50,0,社会主,"ガ:動作主 ニ:着点 "
12064,911125417,63,吹い,13,風,63,11,,-1,-1,,-1,-1,政策の,"ガ:対象？ "
12201,911125427,12,遊ぶ,4,部課長,12,0,,-1,-1,,-1,-1,部課長,"ガ:動作主 "
12270,911125435,0,製造する,46,イラン,0,38,核兵器,0,42,,-1,-1,４日付,"ガ:動作主 ヲ:生成物 "
12317,911125443,0,緩め,31,台湾行政院,0,0,政策,0,26,,-1,-1,台湾行,"ガ:動作主 ヲ:対象 "
12348,911125447,0,合わせ,16,,-1,-1,セット品,0,11,,-1,-1,日本移,"ガ:経験者？ ガ:経験者？ ヲ:対象 "
12418,911125449,8,組織する,17,,-1,-1,行政改革五人委員会,8,21,,-1,-1,これが,"ガ:その他 ヲ:生成物 "
12464,911125451,3,傾い,86,三首脳,3,76,,-1,-1,早期解散論,3,80,これを,"ガ:経験者 ニ:対象 ニ:方向？ "
12480,911125451,5,断ち切ら,46,,-1,-1,横並び,5,37,,-1,-1,このた,"ガ:動作主 ヲ:対象（事態） "
12513,911125453,1,伸び,25,トラック需要,1,15,,-1,-1,,-1,-1,昨年五,"ガ:対象 "
12547,911125454,4,合わせ,30,,-1,-1,ボーナス,4,25,年収,4,34,また、,"ガ:経験者？ ヲ:対象 ニ:着点 "
12610,911125456,17,勤め,20,虎男さん,17,0,,-1,-1,幼稚園,17,16,虎男さ,"ガ:動作主 ニ:着点 "
12719,911125459,2,倒し,9,奈良育英,2,17,優勝候補,2,0,,-1,-1,優勝候,"ガ:経験者 ヲ:対象 "
12781,911125462,6,稼ぎ,24,北嶋,6,10,９得点,6,20,,-1,-1,これで,"ガ:動作主 ヲ:対象 "
12823,911125463,7,倒し,13,魁皇,1,0,１横綱２大関,7,6,,-1,-1,昨年春,"ガ:動作主？ ヲ:対象 "
12841,911125463,12,着けよ,23,魁皇,1,0,取り口,12,17,身,12,21,上手に,"ガ:動作主 ヲ:対象 ニ:着点（身体部分） "
12843,911125463,13,着け,16,魁皇,1,0,歩数計,13,10,帯,13,14,新小結,"ガ:動作主 ヲ:対象 ニ:着点 "
12849,911125463,14,着ける,46,力士,14,52,歩数計,14,42,,-1,-1,師匠に,"ガ:動作主 ヲ:対象 "
12858,911125463,16,倒す,7,魁皇,1,0,上,16,5,,-1,-1,「よう,"ガ:経験者？ ヲ:対象 "
12882,911125465,4,覚悟し,25,山口明,4,0,,-1,-1,,-1,-1,山口明,"ガ:動作主？ "
12883,911125465,5,緊張する,4,,-1,-1,,-1,-1,,-1,-1,３点差,"ガ:経験者 "
12884,911125465,5,突く,17,長崎北陽台,5,28,意表,5,14,,-1,-1,３点差,"ガ:動作主 ヲ:対象 ガ:動作主 ヲ:対象 "
12923,911125465,14,突破し,23,長崎北陽台,6,0,壁,14,18,,-1,-1,その長,"ガ:経験者 ヲ:対象 "
12942,911125467,3,兼ね,11,ジャンプ週間,2,1,Ｗ杯,3,8,,-1,-1,一九八,"ガ:対象 ヲ:対象 "
13006,911125469,4,外し,29,マクレーン,4,23,,-1,-1,,-1,-1,残り１,"ガ:経験者？ ヲ:対象（事態） "
13022,911125469,8,立ち向かっ,49,選手,8,35,,-1,-1,外国人,8,38,一方、,"ガ:動作主 ニ:対象（人） "
13033,911125470,2,再現する,65,試合,2,75,１点差,2,61,,-1,-1,決勝で,"ガ:対象 ヲ:状況？状態？ "
13061,911125470,12,競う,21,両外国人,12,16,ラインアウト,12,23,,-1,-1,神鋼イ,"ガ:動作主 ヲ:削除 "
13102,911125471,15,逆転さ,0,相模台工,14,30,久我山,15,15,,-1,-1,逆転さ,"ガ:経験者？ ヲ:削除 ニ:対象？ "
13161,911125474,1,吹く,14,強風,1,11,,-1,-1,,-1,-1,風速一,"ガ:対象 "
13168,911125474,3,同行し,31,中沢静子さん,3,47,,-1,-1,松井登さん,3,19,午前中,"ガ:動作主 "
13181,911125474,8,黙っ,3,遺族,6,35,,-1,-1,,-1,-1,そして,"ガ:動作主 "
13183,911125474,8,乗り込ん,20,遺族,6,35,,-1,-1,路線バス,8,15,そして,"ガ:動作主 ニ:着点 "
13199,911125474,12,詰まら,96,言葉,12,93,,-1,-1,,-1,-1,松井さ,"ガ:対象 "
13227,911125475,3,犯す,43,人々,3,31,犯罪,3,40,,-1,-1,同議員,"ガ:動作主 ヲ:対象 "
13242,911125478,1,アップし,18,勤労所得税,1,0,,-1,-1,１８％,1,11,勤労所,"ガ:対象 "
13262,911125479,2,出馬し,73,伊東氏,2,64,,-1,-1,道知事選,2,3,また、,"ガ:動作主 ニ:対象？ "
13433,911125487,7,軽減さ,45,,-1,-1,負担,7,39,,-1,-1,二期工,"ガ:その他 ヲ:対象（事態） "
13464,911125489,0,勤め,43,男性,0,13,,-1,-1,福岡市,0,34,福岡市,"ガ:動作主 ニ:着点 "
13487,911125489,10,勤め,8,男性,10,0,,-1,-1,第一復員省,10,11,男性は,"ガ:動作主 ニ:着点 "
13543,911125490,8,計算さ,50,病院,8,0,十四日間,8,33,,-1,-1,病院の,"ガ:動作主 ヲ:対象 "
13549,911125490,10,管理し,40,前任者,10,36,,-1,-1,,-1,-1,取材に,"ガ:動作主 ヲ:対象 "
13715,911125498,1,展望し,45,,-1,-1,五十年先,1,40,,-1,-1,村山富,"ガ:動作主 ヲ:対象 "
13735,911125499,2,カバーする,101,光ファイバー網,2,86,二○％,2,97,,-1,-1,電気通,"ガ:動作主（操作対象） ヲ:程度 ガ:対象 ヲ:程度 "
13758,911125500,1,検証し,73,捜査員約三十人,1,50,現場,1,58,,-1,-1,川崎さ,"ガ:動作主 ヲ:対象 "
13810,911125502,0,出馬する,38,伊東秀子衆院議員,0,4,,-1,-1,北海道知事選,0,31,社会党,"ガ:動作主 ニ:対象？ "
13814,911125502,1,出馬する,30,伊東秀子衆院議員,0,4,,-1,-1,北海道知事選,0,31,同日午,"ガ:動作主 ニ:対象？ "
13843,911125503,3,行き詰まっ,8,新憲法制定交渉,3,0,,-1,-1,,-1,-1,新憲法,"ガ:対象（事態） "
13867,911125503,10,囲む,60,各国代表,10,39,両氏,10,54,,-1,-1,瀬崎前,"ガ:動作主 ヲ:対象（人） "
13896,911125504,5,抜け,31,私,8,0,渋滞,5,21,,-1,-1,人波と,"ガ:動作主 ヲ:対象（事態） ヲ:状態 "
13939,911125505,9,預け,11,サラリーマン,9,33,ポケベル,9,6,レジ,9,3,実際に,"ガ:動作主 ヲ:対象 ニ:着点？ "
13946,911125505,12,掘り当て,32,経営者,12,14,湯脈,12,29,,-1,-1,この温,"ガ:動作主 ヲ:対象 "
13955,911125505,15,漂う,32,レトロムード,15,25,,-1,-1,,-1,-1,入り口,"ガ:対象 "
14091,911125510,3,増大し,18,死者,3,15,,-1,-1,,-1,-1,しかし,"ガ:対象 "
14204,911125517,1,吹く,16,風,1,14,,-1,-1,,-1,-1,大平原,"ガ:対象 "
14226,911125517,11,運転し,3,プロフェッショナル,11,11,,-1,-1,,-1,-1,当然、,"ガ:動作主 ヲ:対象 "
14233,911125517,15,運転する,13,職業運転手,15,0,,-1,-1,,-1,-1,職業運,"ガ:動作主 ヲ:対象 "
14235,911125517,16,運転する,9,紳士,16,6,ベンツ,16,13,,-1,-1,身なり,"ガ:動作主 ヲ:対象 "
14242,911125518,2,受賞する,23,技術,2,20,,-1,-1,,-1,-1,今回で,"ガ:対象 ヲ:対象 "
14316,911125522,2,味わっ,27,人,2,24,苦しみ,2,33,,-1,-1,すでに,"ガ:経験者 ヲ:感情 "
14329,911125522,8,慣れ,27,,-1,-1,,-1,-1,ワープロ打ち,8,31,設定し,"ガ:経験者 ニ:対象（事態） "
14405,911125523,2,救お,8,武蔵大,2,12,学生,2,5,,-1,-1,このよ,"ガ:動作主 ヲ:対象（人） "
14407,911125523,3,休む,4,生徒,3,26,体育実技,3,16,,-1,-1,７回以,"ガ:動作主 ヲ:対象 "
14410,911125523,3,兼ね,34,講習会,3,37,救済措置,3,29,,-1,-1,７回以,"ガ:対象 ヲ:用途 "
14436,911125524,6,休ん,11,私,6,17,バイト,6,7,,-1,-1,冬休み,"ガ:動作主 ヲ:対象（事態） "
14441,911125524,7,休ん,6,私,6,17,,-1,-1,,-1,-1,「忙し,"ガ:動作主 "
14500,911125525,2,編み合わせ,41,安久利さん,2,16,ヒノキ材,2,29,,-1,-1,知人の,"ヲ:材料 ガ:動作主 "
14561,911125527,12,注意し,14,豊田さん,11,53,,-1,-1,イエローキャブ,12,5,「ずっ,"ガ:動作主 ニ:削除 "
14647,911125530,4,祝っ,44,村人,4,16,成果,4,41,,-1,-1,ネパー,"ヲ:対象 ガ:動作主 "
14665,911125531,4,継ぎ,18,ドーさん,4,0,遺志,4,15,,-1,-1,ドーさ,"ガ:動作主 ヲ:対象 "
14680,911125531,8,動かさ,48,情熱,8,41,心,8,44,,-1,-1,武仁さ,"ガ:感情 ヲ:対象（身体部分） "
14760,911125536,3,眠っ,10,佳子さま,3,0,,-1,-1,,-1,-1,佳子さ,"ガ:動作主？ "
14840,911125538,2,更新し,50,王室,2,40,許可,2,47,,-1,-1,しかし,"ガ:動作主 ヲ:対象（事態） "
14854,911125539,0,手伝わ,132,知人,0,122,関根元容疑者,0,94,,-1,-1,埼玉県,"ガ:動作主 ヲ:対象 "
14856,911125539,1,気付き,15,人物,1,25,遺体,0,102,,-1,-1,知人の,"ガ:経験者 ヲ:対象 "
14857,911125539,1,手伝っ,21,人物,1,25,,-1,-1,,-1,-1,知人の,"ガ:動作主 ヲ:対象 "
14874,911125539,5,切断さ,28,同容疑者,4,43,遺体,5,33,,-1,-1,手分け,"ガ:動作主 ヲ:対象 "
14893,911125539,10,切断さ,0,同容疑者,4,43,遺体,10,5,,-1,-1,切断さ,"ガ:動作主 ヲ:対象 "
14993,911125545,7,合わせる,26,全私立中・高校,7,36,歩調,7,23,,-1,-1,こうし,"ガ:対象 "
15004,911125545,9,休む,108,私立,9,105,,-1,-1,,-1,-1,大阪府,"ガ:対象 "
15009,911125545,10,照らし合わせ,31,私学,9,25,,-1,-1,動き,10,28,今回の,"ガ:動作主 ニ:着点 ニ:対象（事態） "
15066,911125548,1,味わっ,30,子供,1,27,,-1,-1,,-1,-1,ちょう,"ガ:経験者 ヲ:対象 "
15084,911125548,6,眠る,16,原稿,6,0,,-1,-1,,-1,-1,原稿は,"ガ:対象 "
15129,911125550,2,刺す,40,風,2,45,肌,2,38,,-1,-1,奈良市,"ガ:対象 ヲ:対象（身体部分） "
15148,911125551,0,脅し,107,男,0,50,,-1,-1,,-1,-1,六日午,"ガ:動作主 ヲ:対象（人） "
15712,911135425,0,連ね,68,海江田万里衆院議員,0,0,名,0,66,,-1,-1,海江田,"ガ:動作主 ヲ:対象 "
15749,911135427,7,出馬し,10,候補者,7,15,,-1,-1,,-1,-1,小選挙,"ガ:動作主 "
15809,911135430,3,認可さ,37,運輸省,0,22,値上げ,3,8,,-1,-1,東西の,"ガ:動作主 ヲ:対象（事態） ニ:着点？ "
15871,911135434,5,拾っ,13,人,5,18,空き缶,5,9,,-1,-1,いつも,"ガ:動作主 ヲ:対象 "
15898,911135434,17,拾う,4,人,17,6,空き缶,17,0,,-1,-1,空き缶,"ガ:動作主 ヲ:対象 "
15914,911135435,3,誘う,24,主人,2,7,家族,3,21,,-1,-1,よく望,"ガ:動作主 ヲ:対象（人） "
15956,911135436,2,慣れ,29,人,1,30,,-1,-1,,-1,-1,最初は,"ガ:経験者 ニ:対象 "
15960,911135436,3,取り込ん,14,自分,3,19,それ,3,11,中,3,9,そうし,"ガ:動作主 ヲ:対象 ニ:着点？ "
15968,911135436,4,稼い,14,人たち,4,19,お金,4,11,,-1,-1,テレビ,"ガ:動作主 ヲ:対象 "
15988,911135437,2,眺め,21,私,8,0,飛行機雲,2,16,,-1,-1,その時,"ガ:動作主 ヲ:対象 "
16022,911135438,6,伸び,19,受診率,6,11,,-1,-1,,-1,-1,高齢出,"ガ:対象 "
16027,911135438,8,想像する,0,私,3,15,,-1,-1,,-1,-1,想像す,"ガ:動作主 ヲ:対象 "
16051,911135439,3,生活し,15,彼ら,1,0,,-1,-1,,-1,-1,ここで,"ガ:動作主 "
16087,911135440,10,稼ぎ,17,日本,10,4,ドル,10,15,,-1,-1,敗戦後,"ガ:動作主 ヲ:対象 "
16185,911135443,4,食っ,68,マカリー氏,3,0,人,4,66,,-1,-1,昨年の,"ガ:動作主？ ヲ:慣用 "
16255,911135447,6,緩め,20,,-1,-1,経済,6,17,,-1,-1,中国で,"ガ:動作主 ヲ:対象 "
16348,911135454,4,落ち込ん,26,国内シェア,4,0,,-1,-1,史上最低,4,21,国内シ,"ガ:対象 ニ:程度 "
16349,911135454,5,閉鎖する,22,同社,5,0,座間工場,5,10,,-1,-1,同社は,"ガ:動作主 ヲ:対象 "
16409,911135459,0,突破する,52,対日貿易赤字,0,35,百億ドル,0,47,,-1,-1,消費ブ,"ガ:対象 ヲ:基準点 "
16429,911135460,2,広まる,28,方式,2,8,,-1,-1,生保,2,24,日本生,"ガ:対象 ニ:着点 "
16447,911135461,4,稼ぎ,58,クリントン政権,4,28,得点,4,55,,-1,-1,米政府,"ガ:動作主 ヲ:対象 "
16491,911135464,0,認可し,75,同国国家計画委員会,0,13,事業化調査,0,69,,-1,-1,６日付,"ガ:動作主 ヲ:対象（事態） "
16675,911135470,20,詰まり,11,母親たち,20,3,,-1,-1,言葉,20,8,最初、,"ガ:経験者 ニ:対象 "
16680,911135470,22,気付い,0,千葉さん,14,3,,-1,-1,,-1,-1,気付い,"ガ:経験者 ニ:対象 "
16694,911135470,27,稼ぐ,42,,-1,-1,,-1,-1,,-1,-1,「換算,"ガ:動作主 ヲ:対象 "
16763,911135472,1,慣れ,15,堀井,0,14,,-1,-1,こと,1,12,ライバ,"ガ:経験者 ニ:対象 "
16792,911135472,10,証明する,86,滑り,10,90,こと,10,83,,-1,-1,今季は,"ガ:対象（事態） ヲ:対象 "
16843,911135473,11,見極め,48,帝京,10,0,展開,11,45,,-1,-1,だが、,"ガ:動作主 ヲ:対象（事態） ガ:動作主 ヲ:対象（事態） "
16886,911135474,5,逃し,58,安治川親方,3,89,３連覇,5,54,,-1,-1,十二日,"ガ:経験者 ヲ:目標 ヲ:対象（事態） "
17019,911135482,2,合わせ,15,全員,2,10,力,2,13,,-1,-1,井沢主,"ガ:動作主 ヲ:対象 ヲ:慣用 "
17024,911135482,4,引きずっ,33,ラトウ,4,24,タックル,4,28,,-1,-1,後半１,"ガ:動作主 ヲ:対象（事態） "
17066,911135482,20,倒し,14,大東大,12,14,法大,20,11,,-1,-1,関東リ,"ガ:経験者？ ヲ:対象 "
17153,911135484,21,黙っ,24,揚巻,21,10,,-1,-1,,-1,-1,意気地,"ガ:動作主 "
17238,911135486,5,満足し,45,林田隊長,5,0,,-1,-1,,-1,-1,林田隊,"ニ:原因 ガ:経験者 "
17355,911135496,5,降り,62,女性,5,12,,-1,-1,,-1,-1,武蔵野,"ガ:動作主 ガ:動作主 "
17455,911135500,3,誘っ,68,菅原二郎さん,3,19,涙,3,66,,-1,-1,遺族を,"ガ:原因 ヲ:慣用 "
17465,911135501,1,着い,37,マガリヨン容疑者,1,0,,-1,-1,成田空港,1,32,マガリ,"ガ:動作主？ ニ:着点（場所） "
17515,911135505,3,合わせ,15,,-1,-1,出入国者,3,11,,-1,-1,帰国ピ,"ガ:経験者？ ヲ:対象 "
17550,911135507,3,取り付け,43,,-1,-1,排水ポンプ,3,48,底,3,41,府警黒,"ガ:動作主 ヲ:対象 ニ:着点（場所） "
17821,911135518,4,裏付ける,88,証拠,4,92,関係,4,85,,-1,-1,その結,"ガ:対象 ヲ:対象 "
17828,911135519,0,組織さ,77,,-1,-1,停戦監視団,0,71,,-1,-1,スリラ,"ガ:動作主 ヲ:生成物 "
17927,911135524,16,座る,11,英国人,16,13,,-1,-1,後ろ,16,8,背中で,"ガ:動作主 ニ:着点 "
17948,911135524,26,黙っ,7,動物愛護団体,26,0,,-1,-1,,-1,-1,動物愛,"ガ:動作主 "
17973,911135524,41,吹く,17,審判,41,12,笛,41,15,,-1,-1,レフェ,"ガ:動作主 ヲ:道具 "
17975,911135524,43,休ま,3,ゾウ,43,0,,-1,-1,,-1,-1,ゾウを,"ガ:経験者？ "
17980,911135524,45,慣れ,9,国立公園職員チーム,45,12,,-1,-1,扱い,45,6,今回は,"ガ:経験者 ニ:対象？ "
18058,911135527,6,出会っ,18,川本さん,3,25,,-1,-1,秋山エリカ・コーチ,6,31,チャン,"ガ:経験者 ニ:対象（人） "
18122,911135529,8,アップし,25,おいしさ,8,20,,-1,-1,,-1,-1,賞味期,"ガ:対象 "
18123,911135530,0,拘束さ,43,検察当局,0,33,身柄,0,40,,-1,-1,アルゼ,"ガ:動作主 ヲ:対象 "
18140,911135530,6,怠っ,33,同氏,6,27,これ,6,30,,-1,-1,刑事訴,"ガ:動作主 ヲ:対象 "
18176,911135533,0,盗ま,81,,-1,-1,かばん,0,77,,-1,-1,六日午,"ガ:動作主 ヲ:対象 "
18178,911135533,1,預け,42,神永さん,1,10,子供,1,50,市立新原保育所,1,34,同署の,"ガ:動作主 ヲ:対象（人） ニ:着点？ "
18251,911135535,12,開放し,30,川崎市,12,7,体育館,12,26,,-1,-1,この年,"ガ:動作主 ヲ:対象 "
18272,911135538,1,切断し,71,関根容疑者,1,31,遺体,1,62,,-1,-1,供述に,"ガ:動作主 ヲ:対象 "
18282,911135538,3,裏付ける,78,証拠,3,85,遺体搬送,3,73,,-1,-1,県警は,"ガ:対象 ヲ:対象（事態） "
18286,911135539,0,転落し,15,木村圭吾さん,0,39,,-1,-1,,-1,-1,大相撲,"ガ:経験者 "
18292,911135539,1,転落し,53,木村さん,1,9,,-1,-1,,-1,-1,中野署,"ガ:経験者 "
18300,911135540,1,刺し,95,松本容疑者,1,7,斎藤良子さん,1,79,,-1,-1,調べに,"ガ:動作主 ヲ:対象（人） "
18354,911135542,6,割れ,33,ガラス,6,36,,-1,-1,,-1,-1,市立市,"ガ:対象 "
18366,911135542,9,割れ,31,瓶三本,9,19,,-1,-1,,-1,-1,同市売,"ガ:対象 "
18434,911135545,2,付い,20,フード,2,16,,-1,-1,ジャンパー,2,23,黄色の,"ガ:対象 ニ:着点 "
18438,911135545,3,乗り込ん,16,関根容疑者,1,0,,-1,-1,車,3,14,前後を,"ガ:動作主 ニ:着点 "
18494,911135550,8,集団生活し,6,サッカー留学生,8,17,,-1,-1,,-1,-1,サンパ,"ガ:動作主 "
18498,911135550,8,盗ま,46,,-1,-1,物,8,44,,-1,-1,サンパ,"ガ:動作主 ヲ:対象 "
18513,911135551,4,明け,2,年,4,0,,-1,-1,,-1,-1,年が明,"ガ:対象 "
18602,911145408,4,運転し,29,社員,4,21,トラック,4,24,,-1,-1,同日午,"ガ:動作主 ヲ:対象 "
18622,911145408,13,遊ん,6,三人,13,3,,-1,-1,,-1,-1,同署は,"ガ:動作主 "
18626,911145408,13,捜査し,40,同署,13,0,,-1,-1,,-1,-1,同署は,"ヲ:対象 ガ:動作主 "
