ID,記事ID,文番号,述語,述語位置,本文切り抜き,語義,コメント
11818,911125412,1,刺し,42,氷点下,-1,15736の「刺す」が一番近いが、「舟を進ませるため」ではないので、Unknownにした。
11842,911125413,6,勤め,12,川崎さ,17036650-2_0-0-1-0-0,
11847,911125413,7,運転し,11,川崎さ,02020310-1_0-0-1-0-0,
11852,911125413,9,知り合っ,23,川崎さ,12049390-1_0-0-0-0-0,
11852,911125413,9,知り合っ,23,川崎さ,-3,
11922,911125416,12,近付く,11,新民連,17002300-4_1-0-3-0-0,
12035,911125417,50,加入する,9,社会主,05007150-2_0-0-1-0-0,
12064,911125417,63,吹い,13,政策の,-1,自然現象の「風」が吹くではないから、Unknownにした。
12201,911125427,12,遊ぶ,4,部課長,00017440-2_0-0-1-0-0,757の「遊ぶ」と迷ったが、757は職をもたずにぶらぶらしている感じがあるので、756にした。
12270,911125435,0,製造する,46,４日付,14007320-3_0-0-2-0-0,
12317,911125443,0,緩め,31,台湾行,27024020-2_0-0-1-0-0,語義は、Unknownにすべきか？
12348,911125447,0,合わせ,16,日本移,00033600-2_0-0-1-0-0,
12418,911125449,8,組織する,17,これが,15016030-2_0-0-2-0-0,デ格が、ガ格の役割を果たしているので、ガ格に意味役割はない。なので、動作主ではなく、その他にする。
12464,911125451,3,傾い,86,これを,04040240-5_0-0-4-0-0,
12480,911125451,5,断ち切ら,46,このた,16023200-4_0-0-3-0-0,23876と迷ったが、「続いていた関係」ではないと思ったので、23877にした。
12480,911125451,5,断ち切ら,46,このた,-3,
12513,911125453,1,伸び,25,昨年五,20050440-5_0-0-4-0-0,
12547,911125454,4,合わせ,30,また、,00033600-2_0-0-1-0-0,
12610,911125456,17,勤め,20,虎男さ,17036650-2_0-0-1-0-0,
12719,911125459,2,倒し,9,優勝候,16014010-4_0-0-3-0-0,
12781,911125462,6,稼ぎ,24,これで,04035800-5_2-0-2-1-0,「９得点」は、数量だが程度にしなかった。
12823,911125463,7,倒し,13,昨年春,16014010-4_0-0-3-0-0,ガ格を動作主にしたが、よかったか？
12841,911125463,12,着けよ,23,上手に,17034330-8_1-0-1-3-3,26070の「抽象的なものを身に帯びさせる」ではなく、「備えさせる」の方が「習得する」に近いと思う
12843,911125463,13,着け,16,新小結,17034330-6_1-0-1-3-1,
12849,911125463,14,着ける,46,師匠に,17034330-6_1-0-1-3-1,tagrinのデータでは、ニ格をつけていないので、無理につけなくてもいいと思ったので、ニ格をつけていない。
12858,911125463,16,倒す,7,「よう,16014010-4_0-0-3-0-0,ガ格を動作主か経験者で迷った。
12882,911125465,4,覚悟し,25,山口明,04021660-3_0-0-2-0-0,
12883,911125465,5,緊張する,4,３点差,06054290-3_0-0-2-0-0,
12884,911125465,5,突く,17,３点差,17032740-7_0-0-6-0-0,出し抜けに攻めているから
12923,911125465,14,突破し,23,その長,19026500-2_0-0-1-0-0,
12942,911125467,3,兼ね,11,一九八,05007990-2_1-0-1-0-0,
13006,911125469,4,外し,29,残り１,-1,この「外す」は「ねらった目標などをそらす」の意味なので、Unknownにした。32445に「そらす」があるが、sampleを見たら、ちょっと違う感じがするから、Unknownにしておく
13022,911125469,8,立ち向かっ,49,一方、,16023820-3_0-0-2-0-0,
13022,911125469,8,立ち向かっ,49,一方、,-3,
13033,911125470,2,再現する,65,決勝で,10003050-1_0-0-0-0-0,「１点差」は、状況か状態かわからなかったので、｢状況？状態？」にした。これは、結果にすべきだったのか？また、ガ格を「試合」にしたが、対象（事態）にはしなかった。
13061,911125470,12,競う,21,神鋼イ,06014040-1_0-0-0-0-0,「ラインアウト」をヲ格にしていたが、これはヲ格に該当しないので、削除。
13102,911125471,15,逆転さ,0,逆転さ,06023600-3_0-0-2-0-0,tagrinではヲ格にしていた｢久我山」を、ニ格に変更した。この「久我山」は対象（人）にすべきか？
13161,911125474,1,吹く,14,風速一,23009680-2_1-0-1-0-0,
13168,911125474,3,同行し,31,午前中,19005530-3_0-0-2-0-0,
13181,911125474,8,黙っ,3,そして,16031970-2_0-0-1-0-0,
13183,911125474,8,乗り込ん,20,そして,20052620-2_0-0-1-0-0,
13183,911125474,8,乗り込ん,20,そして,-3,
13199,911125474,12,詰まら,96,松井さ,17038890-4_0-0-3-0-0,本当は「言葉に詰まる」だと思うが、この場合は、「言葉が詰まる」にした。
13227,911125475,3,犯す,43,同議員,03009680-2_0-0-1-0-0,
13242,911125478,1,アップし,18,勤労所,00020510-1_0-0-1-0-0,
13262,911125479,2,出馬し,73,また、,12015920-5_0-0-4-0-0,
13433,911125487,7,軽減さ,45,二期工,08002740-1_0-0-0-0-0,デ格が、ガ格の役割を果たしているので、ガ格に意味役割はない。なので、動作主ではなく、その他にする。
13464,911125489,0,勤め,43,福岡市,17036650-2_0-0-1-0-0,
13487,911125489,10,勤め,8,男性は,17036650-2_0-0-1-0-0,このニ格は、着点（場所）にしたくていいか？
13543,911125490,8,計算さ,50,病院の,08003580-3_0-0-2-0-0,ガ格は、「病院」より「前任者」の方がいいと思った。
13549,911125490,10,管理し,40,取材に,05037820-2_0-0-1-0-0,
13715,911125498,1,展望し,45,村山富,18025920-3_0-0-2-0-0,
13735,911125499,2,カバーする,101,電気通,-1,ヲ格に範囲をつけていたが、程度に変更した。
13758,911125500,1,検証し,73,川崎さ,08023340-3_0-0-2-0-0,「現場」を対象にしたが、場所にすべきか？
13810,911125502,0,出馬する,38,社会党,12015920-5_0-0-4-0-0,
13814,911125502,1,出馬する,30,同日午,12015920-5_0-0-4-0-0,
13843,911125503,3,行き詰まっ,8,新憲法,27020030-3_0-0-2-0-0,
13843,911125503,3,行き詰まっ,8,新憲法,-3,
13867,911125503,10,囲む,60,瀬崎前,04029070-1_0-0-0-0-0,
13896,911125504,5,抜け,31,人波と,20035550-8_0-0-2-0-0,
13939,911125505,9,預け,11,実際に,00016270-2_0-0-1-0-0,「レジ」を｢着点」にするか？「着点（人）」にするか迷ったが、「着点」だけにした。
13946,911125505,12,掘り当て,32,この温,-1,この「当てる」は、他の動詞に付いて「求めていた物を得る」の意味だから。
13955,911125505,15,漂う,32,入り口,16022380-5_0-0-4-0-0,
14091,911125510,3,増大し,18,しかし,15007590-1_0-0-0-0-0,
14204,911125517,1,吹く,16,大平原,23009680-2_1-0-1-0-0,
14226,911125517,11,運転し,3,当然、,02020310-4_0-0-4-0-0,
14233,911125517,15,運転する,13,職業運,02020310-1_0-0-1-0-0,
14235,911125517,16,運転する,9,身なり,02020310-1_0-0-1-0-0,
14242,911125518,2,受賞する,23,今回で,12013540-1_0-0-0-0-0,
14316,911125522,2,味わっ,27,すでに,00015990-4_0-0-3-0-0,「苦しみ」は感情でいいか？
14329,911125522,8,慣れ,27,設定し,20017130-3_0-0-2-0-0,
14405,911125523,2,救お,8,このよ,13009160-2_0-0-1-0-0,
14407,911125523,3,休む,4,７回以,27005330-3_1-0-2-0-0,
14410,911125523,3,兼ね,34,７回以,05007990-2_1-0-1-0-0,
14436,911125524,6,休ん,11,冬休み,27005330-3_1-0-2-0-0,
14441,911125524,7,休ん,6,「忙し,27005330-3_1-0-2-0-0,
14500,911125525,2,編み合わせ,41,知人の,-3,
14500,911125525,2,編み合わせ,41,知人の,00033600-2_0-0-1-0-0,
14561,911125527,12,注意し,14,「ずっ,17011250-2_0-0-1-0-0,この「イエローキャブ」にニ格をつける必要はにないと判断。
14647,911125530,4,祝っ,44,ネパー,01033270-2_0-0-1-0-0,ヲ格の「成果」は、生成物にしていいのか、結果にしていいのか迷った。ただ、結果の場合には、「動詞が結果を招く」感じがして、この場合は、あてはまらないと思ったので、生成物にしたが、よかったか？
14665,911125531,4,継ぎ,18,ドーさ,17032790-2_0-0-1-0-0,
14680,911125531,8,動かさ,48,武仁さ,02004790-5_0-0-4-0-0,
14760,911125536,3,眠っ,10,佳子さ,20042180-2_0-0-1-0-0,
14840,911125538,2,更新し,50,しかし,09014180-3_0-0-2-0-0,
14854,911125539,0,手伝わ,132,埼玉県,18013280-2_1-0-0-0-0,ヲ格「関根元容疑者」でもいいが、「過程」に変更しておく。
14856,911125539,1,気付き,15,知人の,06016250-2_0-0-1-0-0,このヲ格なくてもいいかもしれない。
14857,911125539,1,手伝っ,21,知人の,18013280-2_1-0-0-0-0,
14874,911125539,5,切断さ,28,手分け,14019800-1_0-0-0-0-0,「遺体」は｢対象（人）」にしない
14893,911125539,10,切断さ,0,切断さ,14019800-1_0-0-0-0-0,
14993,911125545,7,合わせる,26,こうし,00033600-4_0-0-3-0-0,「合う」の語義171「一致する」。
14993,911125545,7,合わせる,26,こうし,-4,
15004,911125545,9,休む,108,大阪府,27005330-2_1-0-1-0-0,
15009,911125545,10,照らし合わせ,31,今回の,18017440-1_0-0-0-0-0,「照らし合わせる」で語義があったので、それをつけたが、「合わせる」の語義1603のの「バランスが取れるようにする。調和させる」の方がいいような気もする。
15009,911125545,10,照らし合わせ,31,今回の,-3,
15066,911125548,1,味わっ,30,ちょう,00015990-4_0-0-3-0-0,
15084,911125548,6,眠る,16,原稿は,20042180-5_0-0-4-0-0,
15129,911125550,2,刺す,40,奈良市,10017170-9_0-0-4-1-0,
15148,911125551,0,脅し,107,六日午,03021640-2_0-0-1-0-0,
15712,911135425,0,連ね,68,海江田,17040950-3_0-0-2-0-0,
15749,911135427,7,出馬し,10,小選挙,12015920-5_0-0-4-0-0,
15809,911135430,3,認可さ,37,東西の,20032510-3_0-0-2-0-0,
15871,911135434,5,拾っ,13,いつも,22031370-3_1-0-1-0-0,
15898,911135434,17,拾う,4,空き缶,22031370-3_1-0-1-0-0,
15914,911135435,3,誘う,24,よく望,10017920-2_0-0-1-0-0,
15956,911135436,2,慣れ,29,最初は,20017130-2_0-0-1-0-0,
15960,911135436,3,取り込ん,14,そうし,19034480-2_1-0-1-0-0,動詞項構造シソーラスでは、ニ格は付いていないが、着点でつけた。よかったか？

15968,911135436,4,稼い,14,テレビ,04035800-3_2-0-1-0-0,
15988,911135437,2,眺め,21,その時,20005770-3_0-0-2-0-0,
16022,911135438,6,伸び,19,高齢出,20050440-5_0-0-4-0-0,
16027,911135438,8,想像する,0,想像す,15007150-2_0-0-1-0-0,
16051,911135439,3,生活し,15,ここで,14002260-3_0-0-2-0-0,
16087,911135440,10,稼ぎ,17,敗戦後,-1,「働いて収入を得る」でもいいが、「働く」の意味は含まれていないので、Unknownにした。
16185,911135443,4,食っ,68,昨年の,-2,慣用句なので、ガ格が動作主になるのかわからないが、そういう態度をとったとして、動作主にした。
16255,911135447,6,緩め,20,中国で,27024020-2_0-0-1-0-0,
16348,911135454,4,落ち込ん,26,国内シ,03018300-4_0-0-3-0-0,ニ格「史上最低」は、「着点」ではなく、「程度」でいいと思った。
16349,911135454,5,閉鎖する,22,同社は,24001980-3_0-0-2-0-0,
16409,911135459,0,突破する,52,消費ブ,19026500-3_0-0-2-0-0,
16429,911135460,2,広まる,28,日本生,22031800-3_0-0-2-0-0,
16447,911135461,4,稼ぎ,58,米政府,04035800-6_2-0-2-2-0,
16491,911135464,0,認可し,75,６日付,20032510-3_0-0-2-0-0,
16675,911135470,20,詰まり,11,最初、,17038890-4_0-0-3-0-0,
16680,911135470,22,気付い,0,気付い,06016250-2_0-0-1-0-0,
16694,911135470,27,稼ぐ,42,「換算,04035800-3_2-0-1-0-0,
16733,911135471,9,降り方,19,この夜,-1,「ふる」なので、Unknownにした。
16763,911135472,1,慣れ,15,ライバ,20017130-2_0-0-1-0-0,
16792,911135472,10,証明する,86,今季は,12037720-2_0-0-1-0-0,
16843,911135473,11,見極め,48,だが、,25021030-3_0-0-2-0-0,39409と39410迷った。しかし、「見届ける」ではなく、「見定める」だから、39410でいいと思った。
16843,911135473,11,見極め,48,だが、,-3,
16886,911135474,5,逃し,58,十二日,20047490-3_0-0-2-0-0,「３連覇」に目標もつけていいと思った。
17019,911135482,2,合わせ,15,井沢主,00033600-2_0-0-1-0-0,
17024,911135482,4,引きずっ,33,後半１,22005080-3_0-0-2-0-0,ヲ格は、「タックル」とあるが、「タックルする人」と考えて、「対象（人）」にすべきか？
17066,911135482,20,倒し,14,関東リ,16014010-4_0-0-3-0-0,
17153,911135484,21,黙っ,24,意気地,16031970-3_0-0-2-0-0,
17238,911135486,5,満足し,45,林田隊,25017600-3_0-0-2-0-0,「（かかわることが）でき（たこと）」にニ格をつけて、当初「対象」にしていたが、原因に修正した。
17355,911135496,5,降り,62,武蔵野,03031230-6_0-0-2-0-0,
17455,911135500,3,誘っ,68,遺族を,10017920-3_0-0-2-0-0,
17465,911135501,1,着い,37,マガリ,17032690-2_0-0-1-0-0,このガ格は、動作主でいいのか？
17515,911135505,3,合わせ,15,帰国ピ,00033600-2_0-0-1-0-0,
17550,911135507,3,取り付け,43,府警黒,19035120-2_0-0-1-0-0,
17821,911135518,4,裏付ける,88,その結,02016430-3_0-0-2-0-0,
17828,911135519,0,組織さ,77,スリラ,15016030-2_0-0-2-0-0,
17927,911135524,16,座る,11,背中で,13022810-2_0-0-1-0-0,「後ろ」は着点（場所）にしなかった。位置だと思ったから。

17948,911135524,26,黙っ,7,動物愛,16031970-3_0-0-2-0-0,
17973,911135524,41,吹く,17,レフェ,23009680-8_2-0-2-0-0,
17975,911135524,43,休ま,3,ゾウを,27005330-2_1-0-1-0-0,
17980,911135524,45,慣れ,9,今回は,20017130-3_0-0-2-0-0,「ゾウの扱い」の「扱い」は、サ変名詞ではないが、対象（事態）にしてもよさそうだが、しなかったが、よかったか？
18058,911135527,6,出会っ,18,チャン,18001350-2_0-0-1-0-0,この「出会う」は、26558でいいのか？Unknownにするほどでもないと思ったので、26558にしたが。
18122,911135529,8,アップし,25,賞味期,00020510-1_0-0-1-0-0,
18123,911135530,0,拘束さ,43,アルゼ,09016440-1_0-0-0-0-0,
18140,911135530,6,怠っ,33,刑事訴,03013220-2_1-0-1-0-0,
18176,911135533,0,盗ま,81,六日午,20035890-2_0-0-1-0-0,
18178,911135533,1,預け,42,同署の,00016270-2_0-0-1-0-0,「市立新原保育園」を「対象」にするのか、「着点」にするのか、｢着点（場所）」にするのか迷った。この「市立新原保育所」は組織であるので、「対象」でも間違いではないが、「預ける」のニ格には「着点｣が正しいと思うので、「着点」にした。また、組織であって場所ではないので、「着点（場所）」にはしない。

18251,911135535,12,開放し,30,この年,04012340-3_0-0-2-0-0,
18272,911135538,1,切断し,71,供述に,14019800-1_0-0-0-0-0,
18282,911135538,3,裏付ける,78,県警は,02016430-3_0-0-2-0-0,
18286,911135539,0,転落し,15,大相撲,18026510-2_0-0-1-0-0,
18292,911135539,1,転落し,53,中野署,18026510-2_0-0-1-0-0,
18300,911135540,1,刺し,95,調べに,-1,
18354,911135542,6,割れ,33,市立市,29009220-2_0-0-1-0-0,
18366,911135542,9,割れ,31,同市売,29009220-2_0-0-1-0-0,
18434,911135545,2,付い,20,黄色の,17032600-5_1-0-1-3-0,
18438,911135545,3,乗り込ん,16,前後を,20052620-2_0-0-1-0-0,
18438,911135545,3,乗り込ん,16,前後を,-3,
18494,911135550,8,集団生活し,6,サンパ,14002260-3_0-0-2-0-0,「集団」はサ変名詞ではないので、「集団生活する」は、複合動詞にしない。
18498,911135550,8,盗ま,46,サンパ,20035890-2_0-0-1-0-0,
18513,911135551,4,明け,2,年が明,00011960-3_0-0-2-0-0,
18602,911145408,4,運転し,29,同日午,02020310-1_0-0-1-0-0,
18622,911145408,13,遊ん,6,同署は,00017440-2_0-0-1-0-0,
18626,911145408,13,捜査し,40,同署は,15004580-3_0-0-2-0-0,
18698,911145414,0,同行する,29,自民党,19005530-3_0-0-2-0-0,
18753,911145417,2,名乗っ,39,だが、,20012520-2_0-0-1-0-0,「身分を他人に向かって言う」でいいと思うので、29832にした。
18813,911145419,11,製造さ,29,米国、,14007320-2_0-0-1-0-0,デ格で事足りるので、ガ格は動作主ではなく、その他にする。ヲ格は「生成物」でもいいが、個数が書かれているので、一応程度にしておく。
18848,911145421,12,偏っ,10,サイゴ,04040550-3_0-0-2-0-0,
18869,911145421,18,攻撃し,48,ことも,09009240-3_0-0-2-0-0,
18889,911145421,27,乗り込ん,37,毎日の,20052620-4_0-0-3-0-0,
18889,911145421,27,乗り込ん,37,毎日の,-3,
18900,911145421,33,再現し,54,大森氏,10003050-1_0-0-0-0-0,｢模様」は生成物でもいいように思ったが、状況にした。ニ格「活字」は対象にしたが、着点か？
